,source_name,url,title,date,words_count,words_converted,ratio,topic,author,gender_author,headline,counter_list,pers_pron_fem,pers_pron_masc,deter_pron_fem,deter_pron_masc,noun_fem,noun_masc,adj_conn_fem,adj_conn_masc,title_fem,title_masc,rt_pers_pron_fem,rt_pers_pron_masc,rt_deter_pron_fem,rt_deter_pron_masc,rt_noun_fem,rt_noun_masc,rt_adj_conn_fem,rt_adj_conn_masc,rt_title_fem,rt_title_masc,sum_rt_noun,sum_rt_adj,sum_rt_title,sum_rt_global_bias,max_rt,max_rt_cat,min_rt,min_rt,source_ml,topic_ml,sex_ml,fem_noun_arr,Male_noun_arr,adj_fem_arr,adj_masc_arr,title_fem_arr,title_masc_arr
253,deutsche welle,https://www.dw.com/en/beethoven-symphonies-may-have-the-wrong-tempo/a-56351826,"""Did Beethoven give his pieces the wrong tempo?""",2021-01-27,590,9,1.525,culture,Torsten Landsberg,male,"""Musicians have often found it difficult to keep pace with some of Beethoven's maddeningly fast symphonies. But could they be based on a mistake?""","""{'his': 5, 'emotional': 1, 'he was': 1, 'he': 1, 'himself': 1}""",0,2,0,6,0,0,1,0,0,0,0,22,0,67,0,0,11,0,0,0,0,11,0,2,67,deter masc,11,adj fem,5,2,0,NaN,NaN,"""""""Adjectives with femenine connotation = ['emotional']""""""",NaN,NaN,NaN
254,deutsche welle,https://www.dw.com/en/thomas-tuchel-to-chelsea-what-to-expect/a-56123444,"""Thomas Tuchel to Chelsea: What to expect""",2021-01-27,815,23,2.822,sports,Matt Pearson/Matt Ford,male,"""Former Paris Saint-Germain and Borussia Dortmund boss Thomas Tuchel has been named head coach of Premier League club Chelsea. The German took PSG to the Champions League final last season but was fired in December.""","""{'his': 8, 'he': 8, 'he was': 2, 'him': 2, 'he has': 1, ""he'll"": 1, 'He has': 1}""",0,13,0,10,0,0,0,0,0,0,0,57,0,43,0,0,0,0,0,0,0,0,0,0,57,per pron masc,43,deter masc,5,8,0,NaN,NaN,NaN,NaN,NaN,NaN
255,deutsche welle,https://www.dw.com/en/opinion-egypt-is-synonymous-with-hopelessness/a-56316372,"""Opinion: Egypt is synonymous with hopelessness""",2021-01-25,804,11,1.368,world,Farida Layl,female,"""Ten years ago, upheaval, hope and dreams of a better future swept through the streets of the Egyptian capital, Cairo. Today, there is nothing left but fading memories, writes Farida Layl*.""","""{'his': 4, 'he': 3, 'Brotherhood': 2, 'him': 1, 'woman': 1, 'He': 1, 'he was': 1}""",0,5,0,5,1,0,0,0,0,0,0,45,0,45,9,0,0,0,0,0,9,0,0,2,45,per pron masc,9,fem noun,5,11,1,"""""""Female nouns = ['woman']""""""",NaN,NaN,NaN,NaN,NaN
256,deutsche welle,https://www.dw.com/en/merkel-germany-refugees/a-54769229,"""'We can do this!' — Merkel's famous words five years on after refugee influx to Germany""",2020-08-31,617,4,0.648,people,Peter hille,male,"""It's been five years since German Chancellor Angela Merkel uttered her famous quote about taking in refugees. Today the numbers show that integration has made progress, though skepticism persists.""","""{'her': 3, 'emotional': 1}""",0,0,3,0,0,0,1,0,0,0,0,0,75,0,0,0,25,0,0,0,0,25,0,4,75,deter fem,25,adj fem,5,6,0,NaN,NaN,"""""""Adjectives with femenine connotation = ['emotional']""""""",NaN,NaN,NaN
257,deutsche welle,https://www.dw.com/en/opinion-metooinceste-a-blind-spot-not-just-in-france/a-56326265,"""Opinion: #MeTooInceste — A blind spot, not just in France""",2021-01-23,690,27,3.913,social science,Luisa von Richthofen,female,"""A new book has opened up a conversation in France about the sexual abuse of children within the family. The discussion of this taboo topic, usually shrouded in silence, was long overdue, says Luisa von Richthofen.""","""{'her': 7, 'brother': 4, 'mother': 3, 'she': 2, 'man': 2, 'uncle': 2, 'brothers': 1, 'his': 1, 'He is': 1, 'he': 1, 'husband': 1, 'father': 1, 'woman': 1}""",2,2,7,1,4,11,0,0,0,0,7,7,26,4,15,41,0,0,0,0,56,0,0,9,41,masc noun,4,deter masc,5,12,1,"""""""Female nouns = ['mother', 'woman']""""""","""""""Male nouns = ['father', 'man', 'husband', 'uncle', 'brother', 'brothers']""""""",NaN,NaN,NaN,NaN
258,deutsche welle,https://www.dw.com/en/coronavirus-the-dangers-of-weak-vaccines/a-56339759,"""Coronavirus: The dangers of weak vaccines""",2021-01-26,819,2,0.244,health,Alexander Freund,male,"""Mutated coronavirus strains could escape a weak immune response and make the pathogen more aggressive. That way, even people who have already recovered could get infected again — and the vaccines would need updating.""","""{'his': 1, 'him': 1}""",0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,deter masc,0,0,5,4,0,NaN,NaN,NaN,NaN,NaN,NaN
259,deutsche welle,https://www.dw.com/en/amanda-gorman-at-us-presidential-inauguration/a-56300778,"""Amanda Gorman steals the show at US presidential inauguration""",2021-01-21,1152,54,4.688,culture,Manasi Gopalakrishnan/Louisa Schaefer,female,"""The 22-year-old poet was described by many as the star of the inaugural ceremony of newly elected US President Joe Biden and Vice President Kamala Harris. But who is Amanda Gorman?""","""{'her': 19, 'she': 14, 'mother': 3, 'herself': 2, 'girl': 2, 'Lady': 2, 'she was': 2, 'She': 2, 'She was': 1, 'himself': 1, 'he has': 1, 'girls': 1, 'She has': 1, 'actor': 1, 'Her': 1, 'feminist': 1}""",20,1,22,1,6,1,1,0,2,0,37,2,41,2,11,2,2,0,4,0,13,2,4,3,41,deter fem,2,per pron masc,5,2,1,"""""""Female nouns = ['mother', 'girl', 'girls']""""""","""""""Male nouns = ['actor']""""""","""""""Adjectives with femenine connotation = ['feminist']""""""",NaN,"""""""Female titles = ['Lady']""""""",NaN
260,science,https://www.sciencemag.org/news/2021/01/high-profile-chinese-scientist-cleared-fraud-and-plagiarism-charges-involving-more-60,"""High-profile Chinese scientist cleared of fraud and plagiarism charges involving more than 60 papers""",2021-01-22,713,12,1.683,people,Dennis Normile,male,None,"""{'his': 5, 'he': 2, 'he has': 1, 'her': 1, 'him': 1, 'she': 1, 'He': 1}""",1,4,1,6,0,0,0,0,0,0,8,33,8,50,0,0,0,0,0,0,0,0,0,0,50,deter masc,8,pers pron fem,10,6,0,NaN,NaN,NaN,NaN,NaN,NaN
261,science,https://science.sciencemag.org/content/370/6517/652,"""‘Nothing is impossible,’ says lab ace Nita Patel""",2020-11-06,603,36,5.970,people,Meredith Wadman,female,"""She rose from rural poverty in India. Now, she's buoying a crash effort to make a coronavirus vaccine.""","""{'her': 10, 'she': 7, 'Her': 3, 'She': 3, 'he': 2, ""She's"": 2, 'female': 1, 'she was': 1, 'father': 1, 'He': 1, 'she has': 1, ""she'll"": 1, 'She was': 1, ""she's"": 1, 'She has': 1}""",18,3,13,0,0,1,1,0,0,0,50,8,36,0,0,3,3,0,0,0,3,3,0,1,50,pers pron fem,3,masc noun,10,6,1,NaN,"""""""Male nouns = ['father']""""""","""""""Adjectives with femenine connotation = ['female']""""""",NaN,NaN,NaN
262,science,https://www.sciencemag.org/news/2020/08/world-s-oldest-camp-bedding-found-south-african-cave,"""World’s oldest camp bedding found in South African cave""",2020-08-13,750,10,1.333,world,Cathleen O'Grady,female,None,"""{'she': 4, 'her': 3, 'he': 2, 'she was': 1}""",5,2,3,0,0,0,0,0,0,0,50,20,30,0,0,0,0,0,0,0,0,0,0,0,50,pers pron fem,20,per pron masc,10,11,1,NaN,NaN,NaN,NaN,NaN,NaN
263,science,https://www.sciencemag.org/news/2021/01/who-needs-teacher-artificial-intelligence-designs-lesson-plans-itself,"""Who needs a teacher? Artificial intelligence designs lesson plans for itself""",2021-01-19,751,6,0.799,technology,Matthew Hutson,male,None,"""{'He': 3, 'he': 2, 'his': 1}""",0,5,0,1,0,0,0,0,0,0,0,83,0,17,0,0,0,0,0,0,0,0,0,0,83,per pron masc,17,deter masc,10,9,0,NaN,NaN,NaN,NaN,NaN,NaN
264,science,https://www.sciencemag.org/news/2021/01/swarms-robotic-fish-can-synchronize-their-swimming-first-time,"""Swarms of robotic fish can synchronize their swimming, for the first time""",2021-01-15,221,0,0.000,technology,Meagan Cantwell,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,9,1,0,0,0,0,0,0
265,science,https://www.sciencemag.org/news/2020/11/horse-mastery-helped-mysterious-mongolian-warriors-build-multiethnic-empire,"""Horse mastery helped mysterious Mongolian warriors build a multiethnic empire""",2020-11-05,951,1,0.105,culture,Andrew Curry,male,None,"""{'he': 1}""",0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,10,2,0,NaN,NaN,NaN,NaN,NaN,NaN
266,science,https://www.sciencemag.org/news/2020/08/new-zealand-suspects-some-failure-border-after-covid-19-returns,"""New Zealand suspects ‘some failure at the border’ after COVID-19 returns""",2020-08-12,551,1,0.181,travel,Dennis Normile,male,None,"""{'he': 1}""",0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,per pron masc,0,0,10,10,0,NaN,NaN,NaN,NaN,NaN,NaN
267,science,https://blogs.sciencemag.org/pipeline/archives/2020/12/28/holiday-recipe-banana-bread,"""Holiday Recipe: Banana Bread""",2020-12-20,477,1,0.210,food and drinks,Derek Lowe,male,None,"""{'wife': 1}""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,17,100,fem noun,0,0,10,3,0,"""""""Female nouns = ['wife']""""""",NaN,NaN,NaN,NaN,NaN
268,science,https://blogs.sciencemag.org/books/2016/12/05/taste-testers-wanted/,"""Taste testers wanted""",2016-12-05,248,0,0.000,food and drinks,Kelly Servick,female,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,3,1,0,0,0,0,0,0
269,science,https://www.sciencemag.org/news/2021/01/global-temperatures-2020-tied-record-highs,"""Global temperatures in 2020 tied record highs""",2021-01-14,808,0,0.000,world,Paul Voosen,male,None,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,11,0,0,0,0,0,0,0
270,science,https://www.sciencemag.org/news/2020/11/death-has-become-big-business-elaborate-coffins-illuminate-hidden-history-ancient-egypt,"""‘Death has become a big business.’ Elaborate coffins illuminate hidden history of ancient Egypt""",2020-11-23,664,2,0.301,business,Andrew Curry,male,None,"""{'priests': 1, 'Priests': 1}""",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,17,100,masc noun,0,0,10,1,0,NaN,0,NaN,NaN,NaN,NaN
271,science,https://www.sciencemag.org/news/2018/11/scientists-surfers-and-our-own-reporter-team-design-better-wetsuit,"""Scientists, surfers, and our own reporter team up to design a better wetsuit",2018-11-30,1815,19,1.047,sports,Jon Cohen,male,None,"""{'his': 8, 'he': 3, 'he’s': 2, 'he was': 1, 'him': 1, 'fathers': 1, 'man': 1, 'woman': 1, 'her': 1, 'He': 1}""",0,7,1,9,1,1,0,0,0,0,0,37,5,47,5,5,0,0,0,0,11,0,0,2,47,deter masc,5,deter fem,10,8,0,"""""""Female nouns = ['woman']""""""","""""""Male nouns = ['priests', 'Priests']""""""",NaN,NaN,NaN,NaN
272,cnbc,https://www.cnbc.com/2020/12/13/womens-soccer-viewership-records-paving-expansion.html?&qsearchterm=woman%20sports,"""Women’s soccer set viewership records in 2020 — now it needs to keep them watching""",2020-12-13,1149,23,2.002,sports,"
Michelle Gao",female,"""Women’s soccer is reaching more viewers than ever after a great 2020, but can it build on the momentum?
The National Women’s Soccer League broke league ratings records by nearly 300% this year, with help from new deals with CBS Sports and Amazon’s Twitch.
Startup Atalanta Media also brought the English women’s soccer league to American audiences for the first time by buying the rights and offering the package to NBC Sports.""","""{'women': 13, 'Women': 7, 'men': 1, 'male': 1, 'actress': 1}""",0,0,0,0,21,1,0,1,0,0,0,0,0,0,91,4,0,4,0,0,96,4,0,17,91,fem noun,4,masc noun,11,8,1,"""""""Female nouns = ['women', 'Women', 'actress']""""""","""""""Male nouns = ['men']""""""",NaN,"""""""Adjectives with masculine connotation = ['male']""""""",NaN,NaN
273,cnbc,https://www.cnbc.com/2021/01/25/russia-protests-against-putin-boost-navalny-and-challenge-kremlin.html,"""Why Russian protests against Putin could be different this time around""",2021-01-25,804,19,2.363,world,Holly Ellyatt,female,"""Protests took place across Russia on Saturday, and were principally in support of arrested opposition leader Navalny, a prominent anti-corruption campaigner and critic of Putin.
In Moscow, at least 40,000 people were estimated to have participated in an unauthorized rally""","""{'his': 8, 'he': 5, 'him': 3, 'He': 2, 'strongman': 1}""",0,7,0,11,0,1,0,0,0,0,0,37,0,58,0,5,0,0,0,0,5,0,0,1,58,deter masc,5,masc noun,11,11,1,NaN,"""""""Male nouns = ['strongman']""""""",NaN,NaN,NaN,NaN
274,deutsche welle,https://www.dw.com/en/german-health-care-tackling-covid-with-paper-pen-and-a-fax-machine/a-56360491,"""German health care: Tackling COVID with paper, pen and a fax machine""",2021-01-27,995,3,0.302,local news,Sabine Kinkartz,female,"""The painfully slow digitalization of Germany's health care system has long been a source of frustration. But the inefficiency is hampering attempts to fight the pandemic.""","""{'his': 1, 'he is': 1, 'spokeswoman': 1}""",0,1,0,1,1,0,0,0,0,0,0,33,0,33,33,0,0,0,0,0,33,0,0,6,33,per pron masc,33,per pron masc,5,5,1,"""""""Female nouns = ['spokeswoman']""""""",NaN,NaN,NaN,NaN,NaN
275,deutsche welle,https://www.dw.com/en/a-german-superfood-for-every-month-of-the-year/a-51931951,"""A 'German superfood' for every month of the year""",2021-01-06,264,0,0.000,food and drinks,Elizabeth Grenier,female,"""Don't be fooled by marketing labels! ""Superfood"" is just another buzzword to boost product sales and prices. But since Germans are going chia, here are a few regional products we should be eating more of.""",0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,5,3,1,0,0,0,0,0,0
276,deutsche welle,https://www.dw.com/en/opinion-with-laschet-cdu-will-keep-angela-merkels-course/a-56250126,"""Opinion: With Laschet, CDU will keep Angela Merkel's course""",2021-01-16,799,26,3.254,politics,Katharina Kroll,female,"""By electing Armin Laschet as leader, Germany's Christian Democrats have clearly decided not to significantly change the party that Angela Merkel made, DW's Katharina Kroll writes.""","""{'his': 7, 'he': 4, 'him': 3, 'her': 3, 'He': 2, 'He has': 2, 'he has': 1, 'himself': 1, 'businessman': 1, 'She': 1, 'He is': 1}""",1,10,3,11,0,1,0,0,0,0,4,38,12,42,0,4,0,0,0,0,4,0,0,1,42,deter masc,4,pers pron fem,5,7,1,NaN,"""""""Male nouns = ['businessman']""""""",NaN,NaN,NaN,NaN
